id,source,target,description,weight,combined_degree
198,REJECTION CONSEQUENCE,PRIOR AUTHORISATION,Rejection consequence appliesTo cases where the PRIOR AUTHORISATION is denied,10.0,10
207,REAL-TIME REMOTE BIOMETRIC IDENTIFICATION SYSTEM,ADVERSE LEGAL EFFECT,Use of the system should not cause an adverse legal effect based solely on AI output,10.0,34
2168,ARTICLE 101,COMMISSION,The enforcement mechanism of fines for GPAI providers is exercised by the Commission under Article 101,10.0,83
2170,PROVIDER OF GENERAL-PURPOSE AI MODELS,ADMINISTRATIVE FINES,Providers of general-purpose AI models are subjectTo administrative fines for non-compliance with the requirements of Article 101,10.0,25
2172,RIGHTS OF DEFENCE,EUROPEAN DATA PROTECTION SUPERVISOR,"The European Data Protection Supervisor must respect the rights of defence during proceedings conducted against Union institutions, bodies, or agencies",10.0,16
2173,SYSTEMIC RISK,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,General-purpose AI models with systemic risk are classified based on the SystemicRisk category and subject to specific evaluation access requirements,10.0,32
2177,PROVIDER OF GENERAL-PURPOSE AI MODEL,OBLIGATION TO PROVIDE ACCESS,Provider is subjectTo obligation to provide access to GPAI models for evaluation,10.0,20
1378,APPLICATION FOR NOTIFICATION,ARTICLE 29,Application for notification is definedInArticle 29,10.0,5
196,INDEPENDENT ADMINISTRATIVE AUTHORITY,PRIOR AUTHORISATION,Independent administrative authority grants or rejects the PRIOR AUTHORISATION for system use,10.0,10
1431,ARTICLE 36,ARTICLE 29,Extension of notification scope procedures are definedInArticle 29,10.0,5
1440,NOTIFIED BODY,CERTIFICATE OF CONFORMITY,Notified body must suspend or withdraw certificates that were unduly issued at the request of the notifying authority,10.0,65
614,PROVIDER,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,"The Provider of a general-purpose AI model with systemic risk is subject to specific regulatory and collaborative responsibilities designed to manage potential dangers. Specifically, the Provider is under an obligation to notify the AI Office whenever their models meet established systemic risk thresholds. Furthermore, the Provider must cooperate with all relevant actors across the AI value chain to proactively identify, assess, and mitigate these systemic risks.",10.0,179
624,COMMISSION,ADAPTIVE DESIGNATION,Commission uses ADAPTIVE DESIGNATION to classify models that don't meet standard thresholds but have equivalent impacts,10.0,79
1444,INVESTIGATION OF COMPETENCE,ARTICLE 37,Investigation of competence is definedInArticle 37,10.0,2
1449,PRESUMPTION OF CONFORMITY,ARTICLE 40,Presumption of conformity is definedInArticle 40,10.0,12
1453,CORRECTIVE MEASURES,ARTICLE 37(4),Corrective measures are definedInArticle 37(4),10.0,3
1459,HARMONISED STANDARDS,SECTION 2 OF CHAPTER II,Harmonised Standards presumesConformity with requirements in Section 2 of Chapter II,10.0,22
2124,MEMBER STATES,PENALTIES FOR GENERAL NON-COMPLIANCE,Member States are required to implement and enforce penalties for general non-compliance defined in Article 99,10.0,54
1409,NOTIFIED BODY,ARTICLE 43,Notified body conductsEvaluationOf conformity assessment based on Article 43,10.0,70
1411,NOTIFIED BODY STAFF,PROFESSIONAL SECRECY OBLIGATION,Staff is subjectTo professional secrecy obligation regarding information obtained during tasks,10.0,3
629,PROVIDER,MODEL EVALUATION,Provider hasObligation to conduct evaluations and adversarial testing prior to market placement,10.0,168
630,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISKS,SYSTEMIC RISK,General-purpose AI model with systemic risks belongsToCategory SystemicRisk,10.0,25
632,SERIOUS INCIDENT,REPORTING OBLIGATION,Serious incident triggers reporting obligations to the Commission and national competent authorities,10.0,26
1418,SUBCONTRACTOR,ARTICLE 31,Subcontractor must meet requirements definedInArticle 31,10.0,8
1419,SUBSIDIARY,ARTICLE 31,Subsidiary must meet requirements definedInArticle 31,10.0,8
1426,CERTIFICATE TRANSFER OBLIGATION,ARTICLE 36,Certificate transfer procedures are definedInArticle 36,10.0,4
657,HARMONISED STANDARD,ARTICLE 2,Harmonised standard is definedInArticle 2 of Regulation (EU) No 1025/2012,10.0,26
1590,SYSTEMIC RISK THRESHOLD RULE,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,Systemic risk classification is basedOn Systemic Risk Threshold Rule,10.0,17
1599,NOTIFICATION OBLIGATION,ARTICLE 52,Notification obligation is definedInArticle 52,10.0,9
1606,ARTICLE 97,DELEGATED ACT,Article 97 defines the procedure through which the Commission adopts delegated acts,10.0,35
1607,GENERAL-PURPOSE AI MODEL,HIGH IMPACT CAPABILITIES,GPAI models that meet the 10^25 FLOPs compute threshold are presumed to have high impact capabilities,10.0,47
1608,PROVIDER OF GENERAL-PURPOSE AI MODELS,TECHNICAL DOCUMENTATION OBLIGATION,Provider of GPAI models hasObligation to draw up technical documentation,10.0,20
1609,PROVIDER OF GENERAL-PURPOSE AI MODELS,INFORMATION DISCLOSURE OBLIGATION,Provider of GPAI models hasObligation to disclose information to downstream AI system providers,10.0,19
559,GENERAL-PURPOSE AI MODEL,SYSTEMIC RISK THRESHOLD,General-purpose AI models are subject to additional obligations if they meet the systemic risk threshold,10.0,48
343,FINANCIAL INTELLIGENCE ADMINISTRATIVE AI SYSTEM,FINANCIAL INTELLIGENCE EXCLUSION,Financial intelligence administrative systems are excluded from high-risk classification,10.0,3
1558,EU DATABASE,ARTICLE 71,EU database is definedInArticle 71,10.0,20
1559,REGISTRATION,ANNEX III,Registration is required for systems listed in Annex III,10.0,24
2056,REQUEST FOR INFORMATION,PROVIDER OF GENERAL-PURPOSE AI MODEL,Provider of general-purpose AI model is subjectTo request for information,10.0,23
2059,EVALUATION OF GPAI MODEL,ARTICLE 92,Evaluation of general-purpose AI model is definedInArticle 92,10.0,6
2060,REQUEST FOR INFORMATION,ARTICLE 91,Request for information is definedInArticle 91,10.0,6
2062,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,ARTICLE 51,General-purpose AI model with systemic risk meets the conditions referred to in Article 51,10.0,19
249,EMOTION RECOGNITION AI SYSTEM,PROHIBITION OF EMOTION RECOGNITION AI,Emotion recognition AI systems are subjectTo prohibition in workplace and education contexts,10.0,7
257,HIGH-RISK AI SYSTEM,SAFETY COMPONENT,AI systems operating as safety components of products are classified as high-risk,10.0,162
561,GENERAL-PURPOSE AI MODEL PROVIDER,TECHNICAL DOCUMENTATION,General-purpose AI model provider hasObligation to prepare and keep up to date technical documentation,10.0,51
264,SAFETY COMPONENT,HIGH-RISK AI SYSTEM,"A High-Risk AI System and a Safety Component are deeply interconnected concepts within the regulatory framework of artificial intelligence. In many instances, an AI system that is designed to act as a Safety Component of other products is, by virtue of that function, classified as a High-Risk AI System. Conversely, a High-Risk AI System can itself function as a Safety Component for other products. Because the safety of the broader product relies heavily on the performance of the AI, these systems are categorized as high-risk to ensure rigorous compliance, safety standards, and oversight.",10.0,162
268,PRODUCT-BASED HIGH-RISK CLASSIFICATION RULE,RECITAL 50,The product-based classification rule is definedInArticle (Recital) 50,10.0,3
271,SAFETY COMPONENT AI SYSTEM,HIGH-RISK CLASSIFICATION RULE,Must be classified as high-risk if the product undergoes conformity assessment with a third-party body pursuant to Union harmonisation legislation,10.0,7
2036,CE MARKING OBLIGATION,ARTICLE 83,CE marking compliance is definedInArticle 83,10.0,8
2037,EU DECLARATION OF CONFORMITY,ARTICLE 83,EU declaration of conformity requirements are definedInArticle 83,10.0,21
2038,EU DATABASE REGISTRATION,ARTICLE 83,EU database registration requirement is definedInArticle 83,10.0,10
2039,AUTHORISED REPRESENTATIVE APPOINTMENT,ARTICLE 83,Appointment of authorised representative is definedInArticle 83,10.0,8
541,PRIVATE ENTITY PROVIDING PUBLIC SERVICES,FUNDAMENTAL RIGHTS IMPACT ASSESSMENT,Private entity providing public services hasObligation to perform fundamental rights impact assessment before deploying high-risk AI systems per Recital 96,10.0,17
1566,REGISTRATION IN EU DATABASE,ARTICLE 71,Registration obligation is definedInArticle 71,10.0,12
1568,PROVIDER,TRANSPARENCY OBLIGATION,Providers are subjectTo transparency obligations per Article 50,10.0,180
1574,LAW ENFORCEMENT AI SYSTEM,ANNEX III,"Law enforcement AI systems are classified as high-risk under points 1, 6, and 7 of Annex III",10.0,20
1577,SECURE NON-PUBLIC REGISTRATION,ARTICLE 71,Secure non-public registration occurs within the EU database referred to in Article 71,10.0,11
1580,DEPLOYER,REGULATION (EU) 2016/679,Deployers must process personal data in accordance with Regulation (EU) 2016/679,10.0,83
1581,DEPLOYER,REGULATION (EU) 2018/1725,Deployers must process personal data in accordance with Regulation (EU) 2018/1725,10.0,85
1582,LAW ENFORCEMENT AI SYSTEM,SECURE NON-PUBLIC REGISTRATION,Law enforcement AI systems are subjectTo secure non-public registration requirements,10.0,8
540,PUBLIC ENTITY,FUNDAMENTAL RIGHTS IMPACT ASSESSMENT,Public entity hasObligation to perform fundamental rights impact assessment before deploying high-risk AI systems per Recital 96,10.0,17
1563,PUBLIC AUTHORITY DEPLOYER,REGISTRATION IN EU DATABASE,Public authority deployers haveObligation to register certain high-risk AI systems in the EU database,10.0,6
2123,MEMBER STATES,PENALTIES FOR PROHIBITED PRACTICES,"Member States are required to implement and enforce penalties for infringements, including prohibited practices defined in Article 99",10.0,44
1481,HIGH-RISK AI SYSTEM,ARTICLE 10(4),High-risk AI systems must comply with requirements laid down inArticle 10(4) regarding data quality,10.0,160
1486,HIGH-RISK AI SYSTEM,SECTION 2 OF THIS CHAPTER,High-risk AI systems are subjectTo requirements in Section 2 of this Chapter,10.0,160
1487,GENERAL-PURPOSE AI MODEL,CHAPTER V,General-purpose AI models are subjectTo obligations defined in Chapter V,10.0,49
1490,PRESUMPTION OF CONFORMITY,ARTICLE 42,Presumption of conformity is definedInArticle 42,10.0,14
1491,PROVIDER,CONFORMITY ASSESSMENT PROCEDURE,Provider hasObligation to perform conformity assessment procedures defined in Article 43,10.0,174
584,GPAI MODEL PROVIDER,RESERVATION OF RIGHTS,Providers haveObligation to identify and comply with the reservation of rights expressed by rightsholders,10.0,11
2069,COMMISSION,ARTICLE 92 EVALUATIONS,Commission conductsEvaluationOf GPAI models to investigate systemic risks or compliance,10.0,85
595,GENERAL-PURPOSE AI MODEL,UNION COPYRIGHT LAW,Provider of general-purpose AI model is subjectTo compliance with Union copyright law during training,10.0,47
1494,CONFORMITY ASSESSMENT PROCEDURE,ARTICLE 43,Conformity assessment procedure is definedInArticle 43,10.0,19
1499,ANNEX I SECTION A,HIGH-RISK AI SYSTEM,High-risk AI systems covered by Annex I Section A are subjectTo Union harmonisation legislation,10.0,160
1500,ARTICLE 10(4),HIGH-RISK AI SYSTEM,High-risk AI systems must comply with requirements of Article 10(4),10.0,160
1501,ANNEX VI,CONFORMITY ASSESSMENT PROCEDURE,Annex VI belongsToCategory of conformity assessment procedures,10.0,15
1506,CERTIFICATE,ARTICLE 44,Certificate validity and management are definedInArticle 44,10.0,7
1509,NOTIFIED BODY,CERTIFICATE,"Notified body issues, suspends, or withdraws certificates based on system compliance",10.0,67
342,TAX AND CUSTOMS ADMINISTRATIVE AI SYSTEM,TAX AND CUSTOMS EXCLUSION,Tax and customs administrative systems are excluded from high-risk classification,10.0,3
589,PROVIDER OF GENERAL-PURPOSE AI MODELS,TRAINING DATA SUMMARY,Provider of general-purpose AI models hasObligation to draw up and make publicly available a summary of content used for training,10.0,20
2070,COMMISSION,ARTICLE 93 MITIGATION MEASURES,Commission requests providers to implement mitigation measures under Article 93,10.0,83
2072,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,ARTICLE 93 MITIGATION MEASURES,General-purpose AI models are subjectTo mitigation measures when evaluation reveals systemic risk,10.0,21
2082,FINES,ARTICLE 101,Fines are definedInArticle 101,10.0,8
1518,HIGH-RISK AI SYSTEM,CONFORMITY ASSESSMENT PROCEDURE,High-risk AI system is subjectTo conformity assessment procedures,10.0,170
1520,DEROGATION AUTHORISATION,ARTICLE 46,Derogation authorisation is definedInArticle 46,10.0,4
1523,NOTIFIED BODY,REQUIREMENTS OF SECTION 2,Notified body conductsEvaluationOf AI systems against requirements of Section 2,10.0,65
567,SYSTEMIC RISK,FREE AND OPEN-SOURCE AI COMPONENTS,Systemic risk negates the transparency exceptions usually granted to free and open-source AI components,10.0,20
569,GENERAL-PURPOSE AI MODEL PROVIDER,TRANSPARENCY-RELATED REQUIREMENTS,Providers are subjectTo transparency-related requirements unless an exception applies,10.0,9
2121,DELEGATED ACT,OBJECTION PERIOD,A delegated act is subjectTo an objection period by the Parliament and Council before entering into force,10.0,32
576,GPAI MODEL PROVIDER,COPYRIGHT COMPLIANCE POLICY,GPAI model provider hasObligation to put in place a policy to comply with Union copyright law,10.0,13
577,GPAI MODEL PROVIDER,TRAINING DATA SUMMARY OBLIGATION,GPAI model provider hasObligation to make publicly available a summary of training content,10.0,10
1541,MARKET SURVEILLANCE AUTHORITY,WITHDRAWAL OF AUTHORISATION,Market surveillance authority hasObligation to withdraw authorization if the Commission deems it unjustified,10.0,90
1542,HIGH-RISK AI SYSTEM,REQUIREMENTS OF SECTION 2,High-risk AI systems must meet the Requirements of Section 2 to be authorized,10.0,162
1543,EU DECLARATION OF CONFORMITY,REQUIREMENTS OF SECTION 2,EU declaration of conformity must state that the AI system meets the Requirements of Section 2,10.0,17
1555,CE MARKING,REGULATION (EC) NO 765/2008,CE marking is subjectTo principles of Regulation (EC) No 765/2008,10.0,12
548,DEPLOYER,IMPACT ASSESSMENT,Deployer hasObligation to conduct impact assessments for high-risk AI systems,10.0,81
553,GPAI PROVIDER,GENERAL-PURPOSE AI MODEL,GPAI provider places general-purpose AI models on the market,10.0,49
573,SYSTEMIC RISK,TRANSPARENCY-RELATED REQUIREMENTS,"If a model presents systemic risk, it cannot claim the transparency exemption even if it has an open-source licence",10.0,20
2470,GENERAL-PURPOSE AI MODEL,INTERNAL MARKET IMPACT CRITERION,General-purpose AI model is subjectTo assessment of impact on the internal market,9.0,48
4,REGULATION (EU) 2024/1689,INTERNAL MARKET,Regulation (EU) 2024/1689 aims to improve the functioning of the internal market,9.0,8
2469,GENERAL-PURPOSE AI MODEL,CAPABILITY BENCHMARK,General-purpose AI model is evaluated using specific capability benchmarks and task metrics,9.0,47
2468,GENERAL-PURPOSE AI MODEL,MODALITY THRESHOLD,General-purpose AI model evaluation considers input and output modalities and state-of-the-art thresholds,9.0,47
8,REMOTE BIOMETRIC IDENTIFICATION SYSTEM,PERSONAL DATA PROTECTION,Remote biometric identification systems must adhere to specific rules on personal data protection,9.0,19
43,OPERATORS,TECHNICAL DOCUMENTATION,Operators are subjectTo technical documentation requirements,9.0,53
42,OPERATORS,TRANSPARENCY,Operators are subjectTo transparency obligations,9.0,13
39,HIGH-RISK AI SYSTEM,REGULATION (EU) 2019/1020,High-risk AI systems are regulatedBy requirements consistent with this Regulation as part of the New Legislative Framework,9.0,166
38,HIGH-RISK AI SYSTEM,DECISION NO 768/2008/EC,High-risk AI systems are regulatedBy requirements consistent with this Decision as part of the New Legislative Framework,9.0,160
37,HIGH-RISK AI SYSTEM,REGULATION (EC) NO 765/2008,High-risk AI systems are regulatedBy requirements consistent with this Regulation as part of the New Legislative Framework,9.0,163
2425,HIGH-RISK AI SYSTEM,ARTICLE 6(3),High-risk classification status is evaluated based on Article 6(3),9.0,162
2424,DATA PROTECTION IMPACT ASSESSMENT,ARTICLE 26(8),Data protection impact assessment summary requirement is specified in Article 26(8),9.0,4
2423,REGISTRATION OBLIGATION,ANNEX IX,The specific data points required for registration are provided in Annex IX,9.0,13
60,PROVIDER,LIABILITY OF PROVIDERS OF INTERMEDIARY SERVICES,Providers of intermediary services are subjectTo liability provisions of Regulation (EU) 2022/2065,9.0,164
58,AI SYSTEM,DIRECTIVE 2002/58/EC,AI systems are regulatedBy Directive 2002/58/EC regarding access to data in terminal equipment,9.0,59
